station_id,ds,precip
40700,2012-10-01,24.3
40700,2012-11-01,20.23
40700,2012-12-01,16.72
40700,2013-01-01,27.5
40700,2013-02-01,22.62
40700,2013-03-01,10.13
40700,2013-04-01,13.8
40700,2013-05-01,40.41
40700,2013-06-01,71.01
40700,2013-07-01,4.01
40700,2013-08-01,16.7
40700,2013-09-01,38.91
40700,2013-10-01,24.82
40700,2013-11-01,2.74
40700,2013-12-01,46.21
40700,2014-01-01,6.15
40700,2014-02-01,4.91
40700,2014-03-01,22.82
40700,2014-04-01,14.7
40700,2014-05-01,11.96
40700,2014-06-01,11.85
40700,2014-07-01,1.3
40700,2014-08-01,0.0
40700,2014-09-01,19.51
40700,2014-10-01,29.61
40700,2014-11-01,78.04
40700,2014-12-01,19.72
40700,2015-01-01,7.56
40700,2015-02-01,82.81
40700,2015-03-01,50.94
40700,2015-04-01,22.31
40700,2015-05-01,25.91
40700,2015-06-01,5.81
40700,2015-07-01,8.01
40700,2015-08-01,5.3
40700,2015-09-01,4.31
40700,2015-10-01,74.84
40700,2015-11-01,11.35
40700,2015-12-01,26.4
40700,2016-01-01,60.12
40700,2016-02-01,15.62
40700,2016-03-01,32.51
40700,2016-04-01,22.92
40700,2016-05-01,18.54
40700,2016-06-01,24.46
40700,2016-07-01,4.32
40700,2016-08-01,1.01
40700,2016-09-01,102.93
40700,2016-10-01,46.45
40700,2016-11-01,10.63
40700,2016-12-01,10.24
40700,2017-01-01,14.01
40700,2017-02-01,38.32
40700,2017-03-01,6.12
40700,2017-04-01,10.41
40700,2017-05-01,13.93
40700,2017-06-01,5.7
40700,2017-07-01,0.3
40700,2017-08-01,0.0
40700,2017-09-01,10.22
40700,2017-10-01,53.8
40700,2017-11-01,18.02
40700,2017-12-01,6.31
40700,2018-01-01,32.93
40700,2018-02-01,25.94
40700,2018-03-01,30.52
40700,2018-04-01,22.5
40700,2018-05-01,19.01
40700,2018-06-01,32.22
40700,2018-07-01,6.01
40700,2018-08-01,0.02
40700,2018-09-01,30.9
40700,2018-10-01,14.12
40700,2018-11-01,17.26
40700,2018-12-01,28.77
40700,2019-01-01,23.63
40700,2019-02-01,17.42
40700,2019-03-01,27.54
40700,2019-04-01,51.41
40700,2019-05-01,10.42
40700,2019-06-01,0.01
40700,2019-07-01,4.9
40700,2019-08-01,3.41
40700,2019-09-01,37.15
40700,2019-10-01,3.93
40700,2019-11-01,17.82
40700,2019-12-01,13.74
40700,2020-01-01,15.84
40700,2020-02-01,20.06
40700,2020-03-01,21.02
40700,2020-04-01,46.12
40700,2020-05-01,18.4
40700,2020-06-01,10.8
40700,2020-07-01,0.33
40700,2020-08-01,34.41
40700,2020-09-01,6.9
40700,2020-10-01,28.02
40700,2020-11-01,9.84
40700,2020-12-01,30.98
40700,2021-01-01,26.4
40700,2021-02-01,14.25
40700,2021-03-01,51.83
40700,2021-04-01,11.33
40700,2021-05-01,27.52
40700,2021-06-01,0.0
40700,2021-07-01,0.0
40700,2021-08-01,0.01
40700,2021-09-01,10.71
40700,2021-10-01,34.01
40700,2021-11-01,6.23
40700,2021-12-01,11.61
40700,2022-01-01,9.45
40700,2022-02-01,6.15
40700,2022-03-01,57.52
40700,2022-04-01,2.41
40700,2022-05-01,30.12
40700,2022-06-01,7.33
40700,2022-07-01,0.91
40700,2022-08-01,7.2
40700,2022-09-01,0.01
40700,2022-10-01,16.92
40700,2022-11-01,21.24
40700,2022-12-01,9.43
40700,2023-01-01,10.51
40700,2023-02-01,8.23
40700,2023-03-01,1.3
40700,2023-04-01,12.2
40700,2023-05-01,49.51
40700,2023-06-01,13.02
40700,2023-07-01,43.0
40700,2023-08-01,1.81
40700,2023-09-01,55.13
40700,2023-10-01,56.11
40700,2023-11-01,1.63
40700,2023-12-01,12.61
40700,2024-01-01,44.72
40700,2024-02-01,0.81
40700,2024-03-01,46.7
40700,2024-04-01,15.91
40701,1990-01-01,26.73
40701,1990-02-01,9.09
40701,1990-03-01,10.71
40701,1990-04-01,39.36
40701,1990-05-01,25.63
40701,1990-06-01,17.53
40701,1990-07-01,0.01
40701,1990-08-01,1.02
40701,1990-09-01,6.6
40701,1990-10-01,11.63
40701,1990-11-01,6.35
40701,1990-12-01,24.93
40701,1991-01-01,11.16
40701,1991-02-01,6.62
40701,1991-03-01,70.83
40701,1991-04-01,17.75
40701,1991-05-01,54.74
40701,1991-06-01,37.76
40701,1991-07-01,14.31
40701,1991-08-01,0.34
40701,1991-09-01,0.02
40701,1991-10-01,8.5
40701,1991-11-01,30.81
40701,1991-12-01,38.13
40701,1992-01-01,19.22
40701,1992-02-01,17.76
40701,1992-03-01,6.23
40701,1992-04-01,44.34
40701,1992-05-01,64.63
40701,1992-06-01,45.22
40701,1992-07-01,13.81
40701,1992-08-01,22.81
40701,1992-09-01,3.01
40701,1992-10-01,7.01
40701,1992-11-01,31.86
40701,1992-12-01,8.53
40701,1993-01-01,17.22
40701,1993-02-01,61.07
40701,1993-03-01,13.97
40701,1993-04-01,44.68
40701,1993-05-01,52.54
40701,1993-06-01,62.93
40701,1993-07-01,20.61
40701,1993-08-01,35.65
40701,1993-09-01,1.11
40701,1993-10-01,13.93
40701,1993-11-01,77.24
40701,1993-12-01,0.83
40701,1994-01-01,11.04
40701,1994-02-01,19.59
40701,1994-03-01,39.94
40701,1994-04-01,44.24
40701,1994-05-01,69.67
40701,1994-06-01,70.25
40701,1994-07-01,6.01
40701,1994-08-01,1.1
40701,1994-09-01,3.92
40701,1994-10-01,24.02
40701,1994-11-01,48.59
40701,1994-12-01,22.59
40701,1995-01-01,10.02
40701,1995-02-01,8.77
40701,1995-03-01,24.54
40701,1995-04-01,43.28
40701,1995-05-01,52.64
40701,1995-06-01,24.55
40701,1995-07-01,39.74
40701,1995-08-01,3.02
40701,1995-09-01,42.61
40701,1995-10-01,9.71
40701,1995-11-01,7.72
40701,1995-12-01,0.76
40701,1996-01-01,9.43
40701,1996-02-01,9.75
40701,1996-03-01,41.65
40701,1996-04-01,47.76
40701,1996-05-01,32.78
40701,1996-06-01,10.48
40701,1996-07-01,19.54
40701,1996-08-01,0.33
40701,1996-09-01,22.9
40701,1996-10-01,24.61
40701,1996-11-01,0.21
40701,1996-12-01,16.45
40701,1997-01-01,3.74
40701,1997-02-01,29.42
40701,1997-03-01,19.29
40701,1997-04-01,5.62
40701,1997-05-01,37.82
40701,1997-06-01,28.13
40701,1997-07-01,31.22
40701,1997-08-01,0.12
40701,1997-09-01,26.26
40701,1997-10-01,20.02
40701,1997-11-01,5.1
40701,1997-12-01,15.27
40701,1998-01-01,11.64
40701,1998-02-01,2.05
40701,1998-03-01,15.94
40701,1998-04-01,32.72
40701,1998-05-01,94.22
40701,1998-06-01,31.1
40701,1998-07-01,15.3
40701,1998-08-01,1.42
40701,1998-09-01,5.23
40701,1998-10-01,7.02
40701,1998-11-01,13.32
40701,1998-12-01,2.53
40701,1999-01-01,2.14
40701,1999-02-01,4.16
40701,1999-03-01,24.52
40701,1999-04-01,42.03
40701,1999-05-01,50.82
40701,1999-06-01,55.61
40701,1999-07-01,0.14
40701,1999-08-01,22.52
40701,1999-09-01,25.11
40701,1999-10-01,27.12
40701,1999-11-01,10.84
40701,1999-12-01,6.4
40701,2000-01-01,19.84
40701,2000-02-01,10.56
40701,2000-03-01,27.63
40701,2000-04-01,21.9
40701,2000-05-01,33.71
40701,2000-06-01,7.02
40701,2000-07-01,4.62
40701,2000-08-01,11.6
40701,2000-09-01,4.2
40701,2000-10-01,18.73
40701,2000-11-01,11.12
40701,2000-12-01,14.91
40701,2001-01-01,9.89
40701,2001-02-01,8.32
40701,2001-03-01,30.94
40701,2001-04-01,40.68
40701,2001-05-01,68.14
40701,2001-06-01,0.72
40701,2001-07-01,4.69
40701,2001-08-01,1.22
40701,2001-09-01,0.01
40701,2001-10-01,24.63
40701,2001-11-01,10.42
40701,2001-12-01,19.44
40701,2002-01-01,7.65
40701,2002-02-01,2.26
40701,2002-03-01,26.43
40701,2002-04-01,59.68
40701,2002-05-01,59.75
40701,2002-06-01,48.42
40701,2002-07-01,14.23
40701,2002-08-01,7.52
40701,2002-09-01,2.33
40701,2002-10-01,13.42
40701,2002-11-01,13.71
40701,2002-12-01,38.17
40701,2003-01-01,15.74
40701,2003-02-01,32.71
40701,2003-03-01,48.28
40701,2003-04-01,74.78
40701,2003-05-01,49.27
40701,2003-06-01,41.05
40701,2003-07-01,31.02
40701,2003-08-01,26.03
40701,2003-09-01,24.62
40701,2003-10-01,40.83
40701,2003-11-01,37.77
40701,2003-12-01,8.44
40701,2004-01-01,14.43
40701,2004-02-01,28.92
40701,2004-03-01,26.98
40701,2004-04-01,42.37
40701,2004-05-01,81.39
40701,2004-06-01,28.83
40701,2004-07-01,22.72
40701,2004-08-01,1.91
40701,2004-09-01,0.03
40701,2004-10-01,35.03
40701,2004-11-01,18.22
40701,2004-12-01,6.08
40701,2005-01-01,13.97
40701,2005-02-01,10.01
40701,2005-03-01,50.73
40701,2005-04-01,36.5
40701,2005-05-01,78.06
40701,2005-06-01,52.94
40701,2005-07-01,12.45
40701,2005-08-01,28.54
40701,2005-09-01,8.96
40701,2005-10-01,25.32
40701,2005-11-01,20.48
40701,2005-12-01,3.34
40701,2006-01-01,33.43
40701,2006-02-01,37.32
40701,2006-03-01,11.25
40701,2006-04-01,84.94
40701,2006-05-01,33.27
40701,2006-06-01,17.04
40701,2006-07-01,27.52
40701,2006-08-01,0.34
40701,2006-09-01,10.57
40701,2006-10-01,38.2
40701,2006-11-01,5.13
40701,2006-12-01,15.62
40701,2007-01-01,8.25
40701,2007-02-01,9.15
40701,2007-03-01,53.81
40701,2007-04-01,72.46
40701,2007-05-01,58.44
40701,2007-06-01,28.95
40701,2007-07-01,65.53
40701,2007-08-01,14.39
40701,2007-09-01,0.0
40701,2007-10-01,37.96
40701,2007-11-01,36.04
40701,2007-12-01,7.5
40701,2008-01-01,9.68
40701,2008-02-01,14.87
40701,2008-03-01,19.8
40701,2008-04-01,16.89
40701,2008-05-01,53.1
40701,2008-06-01,44.36
40701,2008-07-01,8.74
40701,2008-08-01,18.75
40701,2008-09-01,28.66
40701,2008-10-01,8.91
40701,2008-11-01,4.04
40701,2008-12-01,21.34
40701,2009-01-01,13.3
40701,2009-02-01,9.17
40701,2009-03-01,44.97
40701,2009-04-01,62.36
40701,2009-05-01,31.46
40701,2009-06-01,83.41
40701,2009-07-01,38.55
40701,2009-08-01,15.64
40701,2009-09-01,38.32
40701,2009-10-01,2.55
40701,2009-11-01,40.44
40701,2009-12-01,5.92
40701,2010-01-01,36.9
40701,2010-02-01,17.92
40701,2010-03-01,16.5
40701,2010-04-01,96.66
40701,2010-05-01,75.22
40701,2010-06-01,34.76
40701,2010-07-01,5.43
40701,2010-08-01,5.04
40701,2010-09-01,5.73
40701,2010-10-01,47.57
40701,2010-11-01,0.0
40701,2010-12-01,6.31
40701,2011-01-01,12.79
40701,2011-02-01,34.36
40701,2011-03-01,17.67
40701,2011-04-01,64.31
40701,2011-05-01,68.16
40701,2011-06-01,50.04
40701,2011-07-01,55.38
40701,2011-08-01,16.12
40701,2011-09-01,27.96
40701,2011-10-01,55.82
40701,2011-11-01,8.38
40701,2011-12-01,7.71
40701,2012-01-01,4.53
40701,2012-02-01,13.83
40701,2012-03-01,15.41
40701,2012-04-01,33.45
40701,2012-05-01,37.61
40701,2012-06-01,48.81
40701,2012-07-01,20.01
40701,2012-08-01,7.2
40701,2012-09-01,62.8
40701,2012-10-01,10.65
40701,2012-11-01,32.94
40701,2012-12-01,11.69
40701,2013-01-01,35.33
40701,2013-02-01,9.26
40701,2013-03-01,10.15
40701,2013-04-01,47.45
40701,2013-05-01,81.32
40701,2013-06-01,41.12
40701,2013-07-01,14.02
40701,2013-08-01,12.61
40701,2013-09-01,8.91
40701,2013-10-01,10.64
40701,2013-11-01,42.22
40701,2013-12-01,14.56
40701,2014-01-01,22.17
40701,2014-02-01,2.52
40701,2014-03-01,26.75
40701,2014-04-01,16.72
40701,2014-05-01,83.98
40701,2014-06-01,30.76
40701,2014-07-01,13.26
40701,2014-08-01,2.69
40701,2014-09-01,11.54
40701,2014-10-01,18.99
40701,2014-11-01,41.15
40701,2014-12-01,11.73
40701,2015-01-01,6.93
40701,2015-02-01,16.52
40701,2015-03-01,60.48
40701,2015-04-01,27.63
40701,2015-05-01,69.64
40701,2015-06-01,30.75
40701,2015-07-01,4.22
40701,2015-08-01,53.08
40701,2015-09-01,3.83
40701,2015-10-01,82.43
40701,2015-11-01,12.04
40701,2015-12-01,28.52
40701,2016-01-01,34.69
40701,2016-02-01,19.13
40701,2016-03-01,19.76
40701,2016-04-01,21.24
40701,2016-05-01,35.88
40701,2016-06-01,38.73
40701,2016-07-01,9.03
40701,2016-08-01,4.02
40701,2016-09-01,17.62
40701,2016-10-01,73.74
40701,2016-11-01,26.2
40701,2016-12-01,10.83
40701,2017-01-01,11.76
40701,2017-02-01,10.01
40701,2017-03-01,11.24
40701,2017-04-01,31.82
40701,2017-05-01,48.2
40701,2017-06-01,8.83
40701,2017-07-01,5.25
40701,2017-08-01,7.33
40701,2017-09-01,4.82
40701,2017-10-01,32.14
40701,2017-11-01,32.22
40701,2017-12-01,17.87
40701,2018-01-01,17.84
40701,2018-02-01,13.81
40701,2018-03-01,19.23
40701,2018-04-01,62.25
40701,2018-05-01,137.12
40701,2018-06-01,51.94
40701,2018-07-01,9.02
40701,2018-08-01,40.32
40701,2018-09-01,8.11
40701,2018-10-01,30.43
40701,2018-11-01,19.76
40701,2018-12-01,39.43
40701,2019-01-01,32.52
40701,2019-02-01,11.9
40701,2019-03-01,46.53
40701,2019-04-01,58.95
40701,2019-05-01,17.84
40701,2019-06-01,35.52
40701,2019-07-01,13.12
40701,2019-08-01,0.62
40701,2019-09-01,25.4
40701,2019-10-01,7.7
40701,2019-11-01,18.51
40701,2019-12-01,22.22
40701,2020-01-01,3.75
40701,2020-02-01,16.54
40701,2020-03-01,34.4
40701,2020-04-01,69.53
40701,2020-05-01,71.62
40701,2020-06-01,32.96
40701,2020-07-01,20.63
40701,2020-08-01,9.22
40701,2020-09-01,0.01
40701,2020-10-01,12.2
40701,2020-11-01,11.2
40701,2020-12-01,20.12
40701,2021-01-01,20.8
40701,2021-02-01,7.24
40701,2021-03-01,43.16
40701,2021-04-01,33.61
40701,2021-05-01,31.22
40701,2021-06-01,0.01
40701,2021-07-01,34.72
40701,2021-08-01,23.52
40701,2021-09-01,10.81
40701,2021-10-01,15.23
40701,2021-11-01,14.12
40701,2021-12-01,12.91
40701,2022-01-01,12.6
40701,2022-02-01,5.22
40701,2022-03-01,22.25
40701,2022-04-01,16.63
40701,2022-05-01,74.63
40701,2022-06-01,27.71
40701,2022-07-01,0.01
40701,2022-08-01,0.0
40701,2022-09-01,0.41
40701,2022-10-01,21.11
40701,2022-11-01,6.6
40701,2022-12-01,5.51
40701,2023-01-01,1.42
40701,2023-02-01,15.74
40701,2023-03-01,35.91
40701,2023-04-01,50.9
40701,2023-05-01,59.14
40701,2023-06-01,39.41
40701,2023-07-01,4.12
40701,2023-08-01,0.4
40701,2023-09-01,3.5
40701,2023-10-01,42.4
40701,2023-11-01,10.3
40701,2023-12-01,6.6
40701,2024-01-01,54.72
40701,2024-02-01,4.34
40701,2024-03-01,42.21
40701,2024-04-01,34.5
40704,1990-01-01,35.49
40704,1990-02-01,10.65
40704,1990-03-01,34.4
40704,1990-04-01,60.49
40704,1990-05-01,27.14
40704,1990-06-01,4.33
40704,1990-07-01,0.04
40704,1990-08-01,0.01
40704,1990-09-01,0.0
40704,1990-10-01,27.9
40704,1990-11-01,3.02
40704,1990-12-01,22.85
40704,1991-01-01,5.65
40704,1991-02-01,19.41
40704,1991-03-01,66.43
40704,1991-04-01,23.35
40704,1991-05-01,54.01
40704,1991-06-01,54.75
40704,1991-07-01,5.32
40704,1991-08-01,1.01
40704,1991-09-01,0.0
40704,1991-10-01,24.13
40704,1991-11-01,23.46
40704,1991-12-01,38.0
40704,1992-01-01,12.08
40704,1992-02-01,17.73
40704,1992-03-01,23.74
40704,1992-04-01,32.75
40704,1992-05-01,61.29
40704,1992-06-01,52.96
40704,1992-07-01,8.2
40704,1992-08-01,5.65
40704,1992-09-01,3.23
40704,1992-10-01,9.14
40704,1992-11-01,45.68
40704,1992-12-01,29.58
40704,1993-01-01,20.46
40704,1993-02-01,59.8
40704,1993-03-01,39.06
40704,1993-04-01,44.69
40704,1993-05-01,60.97
40704,1993-06-01,21.92
40704,1993-07-01,12.0
40704,1993-08-01,19.32
40704,1993-09-01,0.07
40704,1993-10-01,24.32
40704,1993-11-01,82.06
40704,1993-12-01,15.14
40704,1994-01-01,28.18
40704,1994-02-01,9.03
40704,1994-03-01,41.94
40704,1994-04-01,48.85
40704,1994-05-01,54.67
40704,1994-06-01,33.78
40704,1994-07-01,0.01
40704,1994-08-01,0.01
40704,1994-09-01,6.63
40704,1994-10-01,31.79
40704,1994-11-01,65.25
40704,1994-12-01,19.99
40704,1995-01-01,28.95
40704,1995-02-01,11.62
40704,1995-03-01,37.88
40704,1995-04-01,60.88
40704,1995-05-01,19.63
40704,1995-06-01,54.73
40704,1995-07-01,2.6
40704,1995-08-01,0.02
40704,1995-09-01,21.37
40704,1995-10-01,8.83
40704,1995-11-01,1.55
40704,1995-12-01,3.24
40704,1996-01-01,15.01
40704,1996-02-01,21.98
40704,1996-03-01,56.72
40704,1996-04-01,50.72
40704,1996-05-01,39.56
40704,1996-06-01,4.32
40704,1996-07-01,12.01
40704,1996-08-01,2.01
40704,1996-09-01,9.3
40704,1996-10-01,38.14
40704,1996-11-01,29.0
40704,1996-12-01,6.76
40704,1997-01-01,18.55
40704,1997-02-01,35.84
40704,1997-03-01,34.64
40704,1997-04-01,17.37
40704,1997-05-01,41.93
40704,1997-06-01,51.03
40704,1997-07-01,7.51
40704,1997-08-01,0.7
40704,1997-09-01,33.76
40704,1997-10-01,7.24
40704,1997-11-01,14.64
40704,1997-12-01,20.37
40704,1998-01-01,26.82
40704,1998-02-01,25.73
40704,1998-03-01,21.84
40704,1998-04-01,36.3
40704,1998-05-01,40.18
40704,1998-06-01,11.01
40704,1998-07-01,16.86
40704,1998-08-01,0.01
40704,1998-09-01,15.53
40704,1998-10-01,39.5
40704,1998-11-01,19.54
40704,1998-12-01,11.76
40704,1999-01-01,10.28
40704,1999-02-01,4.76
40704,1999-03-01,48.48
40704,1999-04-01,51.26
40704,1999-05-01,66.85
40704,1999-06-01,8.45
40704,1999-07-01,0.95
40704,1999-08-01,26.62
40704,1999-09-01,25.32
40704,1999-10-01,73.14
40704,1999-11-01,19.06
40704,1999-12-01,2.13
40704,2000-01-01,20.82
40704,2000-02-01,25.98
40704,2000-03-01,32.75
40704,2000-04-01,17.87
40704,2000-05-01,16.63
40704,2000-06-01,1.83
40704,2000-07-01,0.6
40704,2000-08-01,0.0
40704,2000-09-01,39.42
40704,2000-10-01,34.34
40704,2000-11-01,43.19
40704,2000-12-01,10.06
40704,2001-01-01,5.73
40704,2001-02-01,1.09
40704,2001-03-01,31.44
40704,2001-04-01,55.58
40704,2001-05-01,28.99
40704,2001-06-01,0.23
40704,2001-07-01,4.12
40704,2001-08-01,0.03
40704,2001-09-01,0.06
40704,2001-10-01,18.79
40704,2001-11-01,30.06
40704,2001-12-01,14.58
40704,2002-01-01,10.11
40704,2002-02-01,3.73
40704,2002-03-01,28.67
40704,2002-04-01,63.77
40704,2002-05-01,65.07
40704,2002-06-01,0.77
40704,2002-07-01,6.44
40704,2002-08-01,0.0
40704,2002-09-01,0.0
40704,2002-10-01,8.73
40704,2002-11-01,33.05
40704,2002-12-01,47.81
40704,2003-01-01,14.37
40704,2003-02-01,22.42
40704,2003-03-01,48.85
40704,2003-04-01,67.61
40704,2003-05-01,31.05
40704,2003-06-01,36.55
40704,2003-07-01,3.84
40704,2003-08-01,12.63
40704,2003-09-01,4.93
40704,2003-10-01,4.76
40704,2003-11-01,7.29
40704,2003-12-01,19.94
40704,2004-01-01,11.98
40704,2004-02-01,14.64
40704,2004-03-01,21.31
40704,2004-04-01,76.21
40704,2004-05-01,119.59
40704,2004-06-01,34.06
